10530 "Pocahontas" 1995 346079773.00 ...........................................$
8391 'When Night Is Falling' 1995 0.00 .........................................$
629 "The Usual Suspects" 1995 23341568.00 ......................................$
117164 'Guardian Angel' 1994 0.00 ..............................................$
11448 "Mighty Aphrodite" 1995 6700000.00 .......................................$
49133 'Lamerica' 1994 0.00 .....................................................$
26441 "The Big Green" 1995 0.00 ................................................$
97406 'Georgia' 1995 0.00 ......................................................$
124057 "Kids of the Round Table" 1997 0.00 .....................................$
9089 'Home for the Holidays' 1995 17519169.00 ..................................$
11010 "The Postman" 1994 0.00 ..................................................$
99040 'The Confessional' 1995 0.00 .............................................$
11359 "The Indian in the Cupboard" 1995 0.00 ...................................$
17182 'Eye for an Eye' 1996 0.00 ...............................................$
2054 "Mr. Holland's Opus" 1995 106269971.00 ....................................$
19760 "Two If by Sea" 1996 0.00 ................................................$
9536 'Bio-Dome' 1996 0.00 ......................................................$
11525 "Lawnmower Man 2: Beyond Cyberspace" 1996 2409225.00 .....................$
40628 'Two Bits' 1995 0.00 .....................................................$
4482 "French Twist" 1995 0.00 ..................................................$
10634 'Friday' 1995 28215918.00 ................................................$
755 "From Dusk Till Dawn" 1996 25836616.00 .....................................$
11859 'Fair Game' 1995 11534477.00 .............................................$
28387 "Kicking and Screaming" 1995 718490.00 ...................................$
48750 'Les Miserables' 1995 0.00 ...............................................$
20927 "Bed of Roses" 1996 19030691.00 ..........................................$
36929 'Big Bully' 1996 2042530.00 ..............................................$
9102 "Screamers" 1995 5781885.00 ...............................................$
124626 'Nico Icon' 1995 0.00 ...................................................$
27526 "The Crossing Guard" 1995 0.00 ...........................................$
9623 'The Juror' 1996 0.00 .....................................................$
46785 "The White Balloon" 1995 0.00 ............................................$
400 "Things to Do in Denver When You're Dead" 1995 529766.00 ...................$
880 "Antonia's Line" 1995 0.00 .................................................$
146599 'Once Upon a Time... When We Were Colored' 1996 0.00 ....................$
188588 "Last Summer in the Hamptons" 1995 0.00 .................................$
8447 'Angels and Insects' 1995 0.00 ............................................$
10534 "White Squall" 1996 10300000.00 ..........................................$
17414 'Dunston Checks In' 1996 0.00 ............................................$
13997 "Black Sheep" 1996 32.00 .................................................$
2086 'Nick of Time' 1995 8175346.00 ............................................$
61548 "The Journey of August King" 1995 0.00 ...................................$
9095 'Mary Reilly' 1996 12379402.00 ............................................$
12158 "Vampire in Brooklyn" 1995 19800000.00 ...................................$
9283 'Beautiful Girls' 1996 0.00 ...............................................$
9208 "Broken Arrow" 1996 150270147.00 ..........................................$
40154 "A Midwinter's Tale" 1995 0.00 ...........................................$
406 "La Haine" 1995 0.00 .......................................................$
45549 'Shopping' 1994 0.00 .....................................................$
63076 "Heidi Fleiss: Hollywood Madam" 1995 0.00 ................................$
11062 'City Hall' 1996 0.00 ....................................................$
13685 "Bottle Rocket" 1996 560069.00 ...........................................$
47475 'Mr. Wrong' 1996 0.00 ....................................................$
2045 "Unforgettable" 1996 0.00 .................................................$
9614 'Happy Gilmore' 1996 41205099.00 ..........................................$
688 "The Bridges of Madison County" 1995 182016617.00 ..........................$
11907 'Nobody Loves Me' 1994 0.00 ..............................................$
10874 "Muppet Treasure Island" 1996 34327391.00 ................................$
89333 'Catwalk' 1995 0.00 ......................................................$
96357 "Headless Body in Topless Bar" 1995 0.00 .................................$
197 'Braveheart' 1995 210000000.00 .............................................$
103 "Taxi Driver" 1976 28262574.00 .............................................$
33542 'Rumble in the Bronx' 1995 32392047.00 ...................................$
43566 "Before and After" 1996 0.00 .............................................$
71754 "Margaret's Museum" 1995 0.00 ............................................$
43612 "Happiness Is in the Field" 1995 0.00 ....................................$
51352 'Anne Frank Remembered' 1995 1.00 ........................................$
16934 "The Young Poisoner's Handbook" 1995 0.00 ................................$
10324 'If Lucy Fell' 1996 0.00 .................................................$
78406 "Steal Big Steal Little" 1995 6278139.00 .................................$
55731 'Race the Sun' 1996 0.00 .................................................$
32119 "The Boys of St. Vincent" 1992 0.00 ......................................$
11066 'Boomerang' 1992 70100000.00 .............................................$
11104 "Chungking Express" 1994 0.00 ............................................$
37975 'The Star Maker' 1995 0.00 ...............................................$
2074 "Flirting with Disaster" 1996 14702438.00 .................................$
27793 'The Neverending Story III: Escape from Fantasia' 1994 0.00 ..............$
44284 "The Silences of the Palace" 1994 0.00 ...................................$
290157 "Jupiter's Wife" 1995 0.00 ..............................................$
110972 "Pie in the Sky" 1996 0.00 ..............................................$
32622 'Angela' 1995 0.00 .......................................................$
73067 "Frankie Starlight" 1995 0.00 ............................................$
11863 'Jade' 1995 9851610.00 ...................................................$
55475 "Nueba Yol" 1995 0.00 ....................................................$
124636 'Sonic Outlaws' 1995 0.00 ...............................................$
9101 "Down Periscope" 1996 0.00 ................................................$
123360 'From the Journals of Jean Seberg' 1995 0.00 ............................$
5757 "Man of the Year" 1995 209935.00 ..........................................$
39428 'The Neon Bible' 1995 0.00 ...............................................$
124639 "Target" 1995 0.00 ......................................................$
9302 'Up Close & Personal' 1996 0.00 ...........................................$
11000 "The Birdcage" 1996 185260553.00 .........................................$
249882 'Virgin Mary' 1995 0.00 .................................................$
16388 "The Brothers McMullen" 1995 0.00 ........................................$
9737 'Bad Boys' 1995 141407024.00 ..............................................$
30765 "The Amazing Panda Adventure" 1995 0.00 ..................................$
10474 'The Basketball Diaries' 1995 0.00 .......................................$
22279 "An Awfully Big Adventure" 1995 851545.00 ................................$
30157 'Amateur' 1994 0.00 ......................................................$
568 "Apollo 13" 1995 355237933.00 ..............................................$
11780 'Rob Roy' 1995 31596911.00 ...............................................$
34996 "The Addiction" 1995 0.00 ................................................$
414 'Batman Forever' 1995 336529144.00 .........................................$
649 "Belle de Jour" 1967 0.00 ..................................................$
1873 'Beyond Rangoon' 1995 0.00 ................................................$
5894 "Blue in the Face" 1995 1275000.00 ........................................$
1775 'Canadian Bacon' 1995 178104.00 ...........................................$
8839 "Casper" 1995 287928194.00 ................................................$
20649 'Clockers' 1995 13071518.00 ..............................................$
10329 "Congo" 1995 152022101.00 ................................................$
8963 'Crimson Tide' 1995 157387195.00 ..........................................$
26564 "Crumb" 1994 3174695.00 ..................................................$
8068 'Desperado' 1995 25405445.00 ..............................................$
8512 "Devil in a Blue Dress" 1995 16140822.00 ..................................$
1572 'Die Hard: With a Vengeance' 1995 366101666.00 ............................$
13552 "The Doom Generation" 1995 0.00 ..........................................$
259209 'Feast of July' 1995 0.00 ...............................................$
6520 "First Knight" 1995 127600435.00 ..........................................$
9073 'Free Willy 2 - The Adventure Home' 1995 0.00 .............................$
10428 "Hackers" 1995 7563728.00 ................................................$
17447 'Jeffrey' 1995 0.00 ......................................................$
9886 "Johnny Mnemonic" 1995 19075720.00 ........................................$
9482 'Judge Dredd' 1995 113493481.00 ...........................................$
19326 "Jury Duty" 1995 17014653.00 .............................................$
9344 'Kids' 1995 7412216.00 ....................................................$
9071 "Living in Oblivion" 1995 1148752.00 ......................................$
8973 'Lord of Illusions' 1995 0.00 .............................................$
15730 "Love & Human Remains" 1993 0.00 .........................................$
47608 'Mad Love' 1995 15453274.00 ..............................................$
2293 "Mallrats" 1995 2122561.00 ................................................$
9070 'Mighty Morphin Power Rangers: The Movie' 1995 66000000.00 ................$
68274 "Moonlight and Valentino" 1995 0.00 ......................................$
48787 'Mute Witness' 1995 1.00 .................................................$
34574 "Nadja" 1994 0.00 ........................................................$
1642 'The Net' 1995 110627965.00 ...............................................$
11472 "Nine Months" 1995 69660733.00 ...........................................$
36196 'Party Girl' 1995 472370.00 ..............................................$
11980 "The Prophecy" 1995 16.00 ................................................$
58372 'Reckless' 1995 0.00 .....................................................$
32646 "Safe" 1995 0.00 .........................................................$
10533 'The Scarlet Letter' 1995 10382407.00 ....................................$
56088 "The Show" 1995 0.00 .....................................................$
10802 'Showgirls' 1995 20350754.00 .............................................$
10149 "Smoke" 1995 8349430.00 ..................................................$
18402 'Something to Talk About' 1995 50892160.00 ...............................$
9348 "Species" 1995 113374103.00 ...............................................$
139408 'The Stars Fell on Henrietta' 1995 0.00 .................................$
281 "Strange Days" 1995 7959291.00 .............................................$
5967 'The Umbrellas of Cherbourg' 1964 0.00 ....................................$
79593 "The Tie That Binds" 1995 5780000.00 .....................................$
47939 'Three Wishes' 1995 7025496.00 ...........................................$
36834 "Total Eclipse" 1995 339889.00 ...........................................$
3512 "Under Siege 2: Dark Territory" 1995 104324083.00 .........................$
52856 'Unstrung Heroes' 1995 0.00 ..............................................$
77350 "Unzipped" 1995 0.00 .....................................................$
9560 'A Walk in the Clouds' 1995 50012507.00 ...................................$
9804 "Waterworld" 1995 264218220.00 ............................................$
31611 "White Man's Burden" 1995 0.00 ...........................................$
65796 "Wild Bill" 1995 0.00 ....................................................$
49805 'The Browning Version' 1994 0.00 .........................................$
26258 "Bushwhacked" 1995 0.00 ..................................................$
50797 'Burnt by the Sun' 1994 2616503.00 .......................................$
19155 "Before the Rain" 1994 763847.00 .........................................$
76 'Before Sunrise' 1995 5535405.00 ............................................$
11017 "Billy Madison" 1995 26488734.00 .........................................$
37141 'The Babysitter' 1995 0.00 ...............................................$
9382 "Boys on the Side" 1995 23450000.00 .......................................$
6715 'The Cure' 1995 0.00 ......................................................$
18256 "Castle Freak" 1995 0.00 .................................................$
22625 'Circle of Friends' 1995 0.00 ............................................$
2292 "Clerks" 1994 3151130.00 ..................................................$
1909 'Don Juan DeMarco' 1994 22200000.00 .......................................$
8984 "Disclosure" 1994 214015089.00 ............................................$
61813 'Dream Man' 1995 0.00 ....................................................$
4954 "Drop Zone" 1994 0.00 .....................................................$
62488 'Destiny Turns on the Radio' 1995 0.00 ...................................$
10531 "Death and the Maiden" 1994 0.00 .........................................$
11929 'Dolores Claiborne' 1995 0.00 ............................................$
8467 "Dumb and Dumber" 1994 247275374.00 .......................................$
10451 'Eat Drink Man Woman' 1994 7294403.00 ....................................$
20156 "Exotica" 1994 0.00 ......................................................$
18395 'Exit to Eden' 1994 6841570.00 ...........................................$
522 "Ed Wood" 1994 5887457.00 ..................................................$
397 'French Kiss' 1995 0.00 ....................................................$
10525 "Forget Paris" 1995 0.00 .................................................$
27985 'Far from Home: The Adventures of Yellow Dog' 1995 0.00 ..................$
15789 "A Goofy Movie" 1995 35348597.00 .........................................$
27303 'Hideaway' 1995 12201255.00 ..............................................$
21183 "Fluke" 1995 0.00 ........................................................$
10954 'Farinelli' 1994 0.00 ....................................................$
47867 "Gordy" 1995 3992809.00 ..................................................$
43475 'Gumby: The Movie' 1995 0.00 .............................................$
72031 "The Glass Shield" 1994 0.00 .............................................$
14275 'Hoop Dreams' 1994 7830611.00 ............................................$
1024 "Heavenly Creatures" 1994 3049135.00 ......................................$
17207 'Houseguest' 1995 26325256.00 ............................................$
13701 "Immortal Beloved" 1994 0.00 .............................................$
14819 'Heavyweights' 1995 17689177.00 ..........................................$
32631 "The Hunted" 1995 0.00 ...................................................$
11777 'I.Q.' 1994 0.00 .........................................................$
628 "Interview with the Vampire" 1994 223664608.00 .............................$
87729 'Jefferson in Paris' 1995 2474000.00 .....................................$
18713 "The Jerky Boys" 1995 0.00 ...............................................$
6280 'Junior' 1994 37000000.00 .................................................$
9061 "Just Cause" 1995 0.00 ....................................................$
37108 "A Kid in King Arthur's Court" 1995 0.00 .................................$
6071 "Kiss of Death" 1995 0.00 .................................................$
11 'Star Wars' 1977 775398007.00 ...............................................$
9587 "Little Women" 1994 0.00 ..................................................$
19101 'A Little Princess' 1995 0.00 ............................................$
49980 "Ladybird Ladybird" 1994 0.00 ............................................$
17961 "L'Enfer" 1994 0.00 ......................................................$
18183 "Like Water for Chocolate" 1992 21665468.00 ..............................$
4476 'Legends of the Fall' 1994 160638883.00 ...................................$
11008 "Major Payne" 1995 0.00 ..................................................$
47504 'Little Odessa' 1994 0.00 ................................................$
32325 "Mi Vida Loca" 1994 0.00 .................................................$
43742 'Love Affair' 1994 0.00 ..................................................$
28313 "Losing Isaiah" 1995 7603766.00 ..........................................$
11318 'The Madness of King George' 1994 0.00 ...................................$
3036 "Mary Shelley's Frankenstein" 1994 112006296.00 ...........................$
40490 'Man of the House' 1995 0.00 .............................................$
24070 "Mixed Nuts" 1994 0.00 ...................................................$
8986 'Milk Money' 1994 18137661.00 .............................................$
10510 "Miracle on 34th Street" 1994 46264384.00 ................................$
17402 'Miami Rhapsody' 1995 5.00 ...............................................$
38722 "My Family" 1995 0.00 ....................................................$
8438 'Murder in the First' 1995 17381942.00 ....................................$
11593 "Nobody's Fool" 1994 0.00 ................................................$
1945 'Nell' 1994 106683817.00 ..................................................$
39310 "New Jersey Drive" 1995 0.00 .............................................$
109560 'New York Cop' 1993 0.00 ................................................$
56428 "Beyond Bedlam" 1994 0.00 ................................................$
63105 'Nemesis 2 - Nebula' 1995 0.00 ...........................................$
131957 "Nina Takes a Lover" 1995 0.00 ..........................................$
241 'Natural Born Killers' 1994 50282766.00 ....................................$
9058 "Only You" 1994 0.00 ......................................................$
18220 "Poison Ivy II: Lily" 1996 0.00 ..........................................$
6950 'Outbreak' 1995 189859560.00 ..............................................$
101 "Leon: The Professional" 1994 45284974.00 ..................................$
63020 'The Perez Family' 1995 2832826.00 .......................................$
2307 "A Pyromaniac's Love Story" 1995 0.00 .....................................$
680 'Pulp Fiction' 1994 213928762.00 ...........................................$
41478 "Panther" 1995 6834525.00 ................................................$
25296 'Pushing Hands' 1992 152322.00 ...........................................$
40156 "Priest" 1994 4176932.00 .................................................$
11450 'Quiz Show' 1994 0.00 ....................................................$
30304 "Picture Bride" 1995 0.00 ................................................$
10452 'Queen Margot' 1994 0.00 .................................................$
12106 "The Quick and the Dead" 1995 18552460.00 ................................$
161495 'Roommates' 1995 12400000.00 ............................................$
110 'Three Colors: Red' 1994 0.00 ..............................................$
108 "Three Colors: Blue" 1993 0.00 .............................................$
109 'Three Colors: White' 1994 0.00 ............................................$
36357 'Rent-a-Kid' 1995 0.00 ...................................................$
92769 "Relative Fear" 1995 0.00 ................................................$
28033 'Stuart Saves His Family' 1995 0.00 ......................................$
22586 "The Swan Princess" 1994 9771658.00 ......................................$
14334 'The Secret of Roan Inish' 1994 0.00 .....................................$
2636 "The Specialist" 1994 170362582.00 ........................................$
2164 'Stargate' 1994 196567262.00 ..............................................$
11395 "The Santa Clause" 1994 189833357.00 .....................................$
278 'The Shawshank Redemption' 1994 28341469.00 ................................$
9905 "Shallow Grave" 1994 0.00 .................................................$
87078 'Suture' 1993 102780.00 ..................................................$
12527 "Strawberry and Chocolate" 1993 0.00 .....................................$
20306 'Swimming with Sharks' 1994 0.00 .........................................$
36614 "The Sum of Us" 1994 0.00 ................................................$
27993 'Senior Trip' 1995 0.00 ..................................................$
31439 "To Live" 1994 0.00 ......................................................$
9067 'Tank Girl' 1995 4064495.00 ...............................................$
9059 "Tales from the Crypt: Demon Knight" 1995 0.00 ............................$
193 'Star Trek: Generations' 1994 120000000.00 .................................$
25066 "Tales from the Hood" 1995 12000000.00 ...................................$
46797 'Tom & Viv' 1994 0.00 ....................................................$
12122 "Village of the Damned" 1995 0.00 ........................................$
11381 'Tommy Boy' 1995 32648673.00 .............................................$
32636 "Vanya on 42nd Street" 1994 0.00 .........................................$
36141 'The Underneath' 1995 0.00 ...............................................$
95963 "The Walking Dead" 1995 0.00 .............................................$
1587 "What's Eating Gilbert Grape" 1993 10032765.00 ............................$
9271 "Virtuosity" 1995 24048000.00 .............................................$
2064 'While You Were Sleeping' 1995 182057016.00 ...............................$
19855 "The War" 1994 0.00 ......................................................$
60855 'Double Happiness' 1994 759393.00 ........................................$
236 "Muriel's Wedding" 1994 15119639.00 ........................................$
48287 'The Baby-Sitters Club' 1995 0.00 ........................................$
3049 "Ace Ventura: Pet Detective" 1994 107217396.00 ............................$
12635 "Backbeat" 1994 0.00 .....................................................$
10497 'Bitter Moon' 1992 1862805.00 ............................................$
11382 "Bullets Over Broadway" 1994 0.00 ........................................$
9331 'Clear and Present Danger' 1994 215887717.00 ..............................$
10731 "The Client" 1994 117615211.00 ...........................................$
34152 "Crooklyn" 1994 0.00 .....................................................$
9495 'The Crow' 1994 94000000.00 ...............................................$
29973 "Cobb" 1994 1007583.00 ...................................................$
888 'The Flintstones' 1994 341631208.00 ........................................$
13 "Forrest Gump" 1994 677945399.00 ............................................$
712 'Four Weddings and a Funeral' 1994 254700832.00 ............................$
16295 "Higher Learning" 1995 38290723.00 .......................................$
48992 'I Like It Like That' 1994 1777020.00 ....................................$
10879 "I Love Trouble" 1994 61947267.00 ........................................$
10660 'It Could Happen to You' 1994 0.00 .......................................$
10714 "The Jungle Book" 1994 0.00 ..............................................$
8587 "The Lion King" 1994 788241776.00 .........................................$
1689 'Little Buddha' 1993 4858139.00 ...........................................$
11596 "New Nightmare" 1994 18090181.00 .........................................$
854 'The Mask' 1994 351583407.00 ...............................................$
9359 "Maverick" 1994 0.00 ......................................................$
23333 'Mrs. Parker and the Vicious Circle' 1994 0.00 ...........................$
12280 'The Paper' 1994 0.00 ....................................................$
2788 "Reality Bites" 1994 20079850.00 ..........................................$
10427 'Red Rock West' 1993 2000000.00 ..........................................$
49803 'Safe Passage' 1994 0.00 .................................................$
8987 "The River Wild" 1994 0.00 ................................................$
1637 'Speed' 1994 350448145.00 .................................................$
15128 "Speechless" 1994 0.00 ...................................................$
8831 'Timecop' 1994 101646581.00 ...............................................$
36955 "True Lies" 1994 378882411.00 ............................................$
10449 'When a Man Loves a Woman' 1994 50021959.00 ..............................$
10395 "Wolf" 1994 0.00 .........................................................$
12160 'Wyatt Earp' 1994 25052000.00 ............................................$
40480 "Bad Company" 1995 0.00 ..................................................$
52038 'A Man of No Importance' 1994 953.00 .....................................$
29444 "S.F.W." 1994 0.00 .......................................................$
26352 'A Low Down Dirty Shame' 1994 29392418.00 ................................$
41580 'Colonel Chabert' 1994 0.00 ..............................................$
22067 "Jason's Lyric" 1994 20851521.00 .........................................$
18242 "The Secret Adventures of Tom Thumb" 1993 0.00 ...........................$
11667 'Street Fighter' 1994 99423521.00 ........................................$
32502 "Coldblooded" 1995 0.00 ..................................................$
267188 'Desert Winds' 1997 0.00 ................................................$
28732 "Fall Time" 1995 0.00 ....................................................$
75555 'The Fear' 1995 0.00 .....................................................$
42981 "Frank and Ollie" 1995 0.00 ..............................................$
278939 'Girl in the Cadillac' 1995 0.00 ........................................$
291731 "Homage" 1995 0.00 ......................................................$
226229 'Mirage' 1995 0.00 ......................................................$
203119 "Open Season" 1996 0.00 .................................................$
316098 "Brother Minister: The Assassination of Malcolm X" 1995 0.00 ............$
8011 'Highlander: The Final Dimension' 1994 36800000.00 ........................$
171857 "Federal Hill" 1995 0.00 ................................................$
2654 'In the Mouth of Madness' 1994 8946600.00 .................................$
18069 "8 Seconds" 1994 0.00 ....................................................$
19092 'Above the Rim' 1994 0.00 ................................................$
2758 "Addams Family Values" 1993 48919043.00 ...................................$
38129 'Martin Lawrence: You So Crazy' 1994 0.00 ................................$
10436 "The Age of Innocence" 1993 32255440.00 ..................................$
13595 'Airheads' 1994 0.00 .....................................................$
46094 "The Air Up There" 1994 21011500.00 ......................................$
9409 'Another Stakeout' 1993 0.00 ..............................................$
11853 "Bad Girls" 1994 15240435.00 .............................................$
16771 'Barcelona' 1994 0.00 ....................................................$
46924 "Being Human" 1994 0.00 ..................................................$
11041 'The Beverly Hillbillies' 1993 0.00 ......................................$
306 "Beverly Hills Cop III" 1994 119208989.00 ..................................$
14522 'Black Beauty' 1994 0.00 .................................................$
26203 "Blink" 1994 16668552.00 .................................................$
178 'Blown Away' 1994 30156002.00 ..............................................$
19819 "Blue Chips" 1994 0.00 ...................................................$
57834 'Blue Sky' 1994 0.00 .....................................................$
4722 "Body Snatchers" 1993 428868.00 ...........................................$
18215 'Boxing Helena' 1993 1796389.00 ..........................................$
1607 "A Bronx Tale" 1993 17287898.00 ...........................................$
26391 'Cabin Boy' 1994 3662459.00 ..............................................$
117553 "Calendar Girl" 1993 2570145.00 .........................................$
6075 "Carlito's Way" 1993 36516012.00 ..........................................$
11310 "City Slickers II: The Legend of Curly's Gold" 1994 0.00 .................$
18658 'Clean Slate' 1994 7355425.00 ............................................$
9350 "Cliffhanger" 1993 255000211.00 ...........................................$
9612 'Coneheads' 1993 0.00 .....................................................$
2124 "Color of Night" 1994 19726050.00 .........................................$
26261 'Cops & Robbersons' 1994 0.00 ............................................$
19176 "The Cowboy Way" 1994 0.00 ...............................................$
49299 'Dangerous Game' 1993 0.00 ...............................................$
11566 "Dave" 1993 63000000.00 ..................................................$
9571 'Dazed and Confused' 1993 7993039.00 ......................................$
9739 "Demolition Man" 1993 159055768.00 ........................................$
24257 'The Endless Summer 2' 1994 0.00 .........................................$
34444 "Even Cowgirls Get the Blues" 1994 0.00 ..................................$
26141 'Fatal Instinct' 1993 0.00 ...............................................$
10997 "Farewell My Concubine" 1993 0.00 ........................................$
50463 'The Favor' 1994 0.00 ....................................................$
10443 "Fearless" 1993 0.00 .....................................................$
20239 'Fear of a Black Hat' 1994 0.00 ..........................................$
16297 "With Honors" 1994 0.00 ..................................................$
18551 'Flesh and Bone' 1993 9488998.00 .........................................$
25440 "Widows' Peak" 1994 0.00 .................................................$
9024 'For Love or Money' 1993 11146270.00 ......................................$
37233 "The Firm" 1993 270248367.00 .............................................$
1634 'Free Willy' 1993 153698625.00 ............................................$
13815 "Fresh" 1994 0.00 ........................................................$
5503 'The Fugitive' 1993 368875760.00 ..........................................$
35588 "Geronimo: An American Legend" 1993 18635620.00 ..........................$
2087 'The Getaway' 1994 30.00 ..................................................$
41579 "Getting Even with Dad" 1994 0.00 ........................................$
18620 'Go Fish' 1994 0.00 ......................................................$
41006 "A Good Man in Africa" 1994 0.00 .........................................$
4916 'Guilty as Sin' 1993 22886222.00 ..........................................$
2019 "Hard Target" 1993 74189677.00 ............................................$
31642 'Heaven & Earth' 1993 0.00 ...............................................$
9255 "Hot Shots! Part Deux" 1993 133752825.00 ..................................$
26271 'Live Nude Girls' 1995 0.00 ..............................................$
10612 "The Englishman Who Went Up a Hill But Came Down a Mountain" 1995 0.00 ...$
2259 'The House of the Spirits' 1993 0.00 ......................................$
16097 "House Party 3" 1994 0.00 ................................................$
11934 'The Hudsucker Proxy' 1994 0.00 ..........................................$
106143 "I'll Do Anything" 1994 0.00 ............................................$
12475 'In the Army Now' 1994 28881266.00 .......................................$
9386 "In the Line of Fire" 1993 176997168.00 ...................................$
7984 'In the Name of the Father' 1993 65796862.00 ..............................$
59930 "The Inkwell" 1994 8880705.00 ............................................$
15765 "What's Love Got to Do with It" 1993 0.00 ................................$
31643 "Jimmy Hollywood" 1994 0.00 ..............................................$
6 'Judgment Night' 1993 12136938.00 ............................................$
329 "Jurassic Park" 1993 920100000.00 ..........................................$
10909 'Kalifornia' 1993 2395231.00 .............................................$
507 "Killing Zoe" 1993 418961.00 ...............................................$
34024 'King of the Hill' 1993 0.00 .............................................$
29918 "Lassie" 1994 0.00 .......................................................$
9593 'Last Action Hero' 1993 137298489.00 ......................................$
42580 "Life With Mikey" 1993 0.00 ..............................................$
22317 'Lightning Jack' 1994 0.00 ...............................................$
1413 "M. Butterfly" 1993 1499795.00 ............................................$
12121 'Made in America' 1993 0.00 ..............................................$
2246 "Malice" 1993 46405336.00 .................................................$
10502 'The Man without a Face' 1993 24760338.00 ................................$
10440 "Manhattan Murder Mystery" 1993 11285588.00 ..............................$
9516 'Menace II Society' 1993 27900000.00 ......................................$
2320 "Executive Decision" 1996 121969216.00 ....................................$
5879 'In the Realm of the Senses' 1976 0.00 ....................................$
83718 "What Happened Was..." 1994 0.00 .........................................$
11971 'Much Ado About Nothing' 1993 0.00 .......................................$
2625 "Mr. Jones" 1993 0.00 .....................................................$
31911 'Mr. Wonderful' 1993 0.00 ................................................$
788 "Mrs. Doubtfire" 1993 441286195.00 .........................................$
21450 'Naked' 1993 0.00 ........................................................$
11231 "The Next Karate Kid" 1994 15826984.00 ...................................$
41588 'The New Age' 1994 0.00 ..................................................$
10447 "No Escape" 1994 15340000.00 .............................................$
